"steps","date","interval"
10.9418231755768,"2012-10-01",0
22.9164775731716,"2012-10-01",5
15.7774902427258,"2012-10-01",10
21.7996840991476,"2012-10-01",15
13.9513126322281,"2012-10-01",20
30.0627382490718,"2012-10-01",25
6.66197576309739,"2012-10-01",30
23.9493982708494,"2012-10-01",35
9.77780372682115,"2012-10-01",40
10.2983421115847,"2012-10-01",45
28.5876184862423,"2012-10-01",50
0.491789377091095,"2012-10-01",55
0.0521676956330026,"2012-10-01",100
30.9002139659391,"2012-10-01",105
8.08019091678137,"2012-10-01",110
9.82032020988489,"2012-10-01",115
25.2266145743514,"2012-10-01",120
21.1888907444594,"2012-10-01",125
25.4672559741107,"2012-10-01",130
0.951368044170977,"2012-10-01",135
28.4267487244976,"2012-10-01",140
35.9335017345226,"2012-10-01",145
12.2552622024485,"2012-10-01",150
20.066763625682,"2012-10-01",155
11.1347688991323,"2012-10-01",200
23.4051464701072,"2012-10-01",205
22.6347023508236,"2012-10-01",210
14.5684109367827,"2012-10-01",215
30.5246300358425,"2012-10-01",220
22.5417216339397,"2012-10-01",225
27.9962735435757,"2012-10-01",230
3.88933469748137,"2012-10-01",235
8.31482986479326,"2012-10-01",240
34.0558421771616,"2012-10-01",245
21.4150462484547,"2012-10-01",250
11.1866509773089,"2012-10-01",255
22.8989298989239,"2012-10-01",300
24.8496360351074,"2012-10-01",305
22.7003757298215,"2012-10-01",310
21.2652049986849,"2012-10-01",315
1.6189704450123,"2012-10-01",320
12.4577622535433,"2012-10-01",325
16.7907058200988,"2012-10-01",330
23.2784825744132,"2012-10-01",335
13.1590223771452,"2012-10-01",340
30.8184548351942,"2012-10-01",345
28.7481009655276,"2012-10-01",350
9.80670431325384,"2012-10-01",355
34.9994960447553,"2012-10-01",400
12.477864830809,"2012-10-01",405
4.57380235294412,"2012-10-01",410
10.3700141298993,"2012-10-01",415
13.8681788641955,"2012-10-01",420
2.80523139160014,"2012-10-01",425
33.997311635725,"2012-10-01",430
11.4662451643439,"2012-10-01",435
27.6819530407249,"2012-10-01",440
25.847907446804,"2012-10-01",445
29.0603748814107,"2012-10-01",450
14.285001590934,"2012-10-01",455
1.47731004440941,"2012-10-01",500
33.7353076778815,"2012-10-01",505
23.7156623894121,"2012-10-01",510
22.3722240940059,"2012-10-01",515
30.5017957654439,"2012-10-01",520
34.0970928528938,"2012-10-01",525
23.9557220476121,"2012-10-01",530
13.2602761427843,"2012-10-01",535
24.1941215982823,"2012-10-01",540
29.3323848539731,"2012-10-01",545
0.403863717224624,"2012-10-01",550
20.4755330784698,"2012-10-01",555
22.3523560694486,"2012-10-01",600
34.7170493889906,"2012-10-01",605
7.42691426259134,"2012-10-01",610
7.53427994965995,"2012-10-01",615
16.4861100165704,"2012-10-01",620
1.30797591021486,"2012-10-01",625
33.1375048997209,"2012-10-01",630
23.7816461637807,"2012-10-01",635
21.4752603422144,"2012-10-01",640
24.451384158317,"2012-10-01",645
19.7512781774729,"2012-10-01",650
0.859698405759737,"2012-10-01",655
10.9947302252626,"2012-10-01",700
24.2389026174292,"2012-10-01",705
29.7212334516291,"2012-10-01",710
33.8837775104794,"2012-10-01",715
26.614940537925,"2012-10-01",720
5.1088695516166,"2012-10-01",725
7.19786600370429,"2012-10-01",730
21.3482378690436,"2012-10-01",735
13.1890297016128,"2012-10-01",740
15.6004396572713,"2012-10-01",745
22.4624757856686,"2012-10-01",750
11.6007519661711,"2012-10-01",755
1.20134789732749,"2012-10-01",800
2.71791624007506,"2012-10-01",805
18.7061416626761,"2012-10-01",810
23.8737450376027,"2012-10-01",815
16.7594223432552,"2012-10-01",820
5.03901322546426,"2012-10-01",825
29.9361815618556,"2012-10-01",830
16.6453651431794,"2012-10-01",835
17.0176901840846,"2012-10-01",840
32.1127884845305,"2012-10-01",845
26.4807448729414,"2012-10-01",850
25.0815681858938,"2012-10-01",855
20.9319598321459,"2012-10-01",900
3.70471108413612,"2012-10-01",905
32.5922921797054,"2012-10-01",910
8.49626147800374,"2012-10-01",915
36.9548564556684,"2012-10-01",920
3.73129677483751,"2012-10-01",925
2.7335287629223,"2012-10-01",930
20.283728346113,"2012-10-01",935
30.1305706993602,"2012-10-01",940
9.77501534400413,"2012-10-01",945
23.8864239323502,"2012-10-01",950
0.22750352281836,"2012-10-01",955
28.3482209957941,"2012-10-01",1000
11.0317670255874,"2012-10-01",1005
11.8586517796801,"2012-10-01",1010
18.1167580326693,"2012-10-01",1015
36.8060545204227,"2012-10-01",1020
12.1403954175711,"2012-10-01",1025
27.31928966424,"2012-10-01",1030
12.14740387742,"2012-10-01",1035
34.1702662226417,"2012-10-01",1040
30.2229172048255,"2012-10-01",1045
13.9283060105668,"2012-10-01",1050
26.721402109026,"2012-10-01",1055
21.0638790416179,"2012-10-01",1100
7.66686006969201,"2012-10-01",1105
29.3641851579683,"2012-10-01",1110
16.8464050476996,"2012-10-01",1115
17.3283973431658,"2012-10-01",1120
21.5172191287855,"2012-10-01",1125
31.1020749814377,"2012-10-01",1130
32.9931496502258,"2012-10-01",1135
19.5776805759197,"2012-10-01",1140
25.7043391890671,"2012-10-01",1145
5.75573996378901,"2012-10-01",1150
11.1895971462594,"2012-10-01",1155
25.6665609592057,"2012-10-01",1200
23.6015692835243,"2012-10-01",1205
12.8466772611119,"2012-10-01",1210
14.0868017838726,"2012-10-01",1215
11.4497298061495,"2012-10-01",1220
9.03740058583783,"2012-10-01",1225
18.1393875362711,"2012-10-01",1230
16.8066974690333,"2012-10-01",1235
35.7655207308943,"2012-10-01",1240
11.4722867816098,"2012-10-01",1245
23.20419222403,"2012-10-01",1250
1.81464192213788,"2012-10-01",1255
30.7708263401641,"2012-10-01",1300
17.3953633868374,"2012-10-01",1305
15.4280142380467,"2012-10-01",1310
21.1286974000206,"2012-10-01",1315
22.1744861623326,"2012-10-01",1320
21.6475539135958,"2012-10-01",1325
31.6368903426262,"2012-10-01",1330
36.8237626961064,"2012-10-01",1335
29.3010740942007,"2012-10-01",1340
30.0558257094104,"2012-10-01",1345
18.9729421738408,"2012-10-01",1350
23.9835019051073,"2012-10-01",1355
6.52723801341264,"2012-10-01",1400
5.65031069165442,"2012-10-01",1405
32.1536495217916,"2012-10-01",1410
35.4600748517848,"2012-10-01",1415
35.8417688647787,"2012-10-01",1420
21.5653253099307,"2012-10-01",1425
36.0970405530776,"2012-10-01",1430
32.6910324354898,"2012-10-01",1435
9.187571358658,"2012-10-01",1440
10.9098382804924,"2012-10-01",1445
34.3318692195141,"2012-10-01",1450
27.8311396486052,"2012-10-01",1455
34.5239549192439,"2012-10-01",1500
9.979054527577,"2012-10-01",1505
9.94874564937427,"2012-10-01",1510
6.93829784841844,"2012-10-01",1515
17.1712934528399,"2012-10-01",1520
35.2498391815058,"2012-10-01",1525
22.0348030122579,"2012-10-01",1530
28.7428053824745,"2012-10-01",1535
28.9991998404109,"2012-10-01",1540
32.7224685604605,"2012-10-01",1545
11.8488208921315,"2012-10-01",1550
35.5038677080998,"2012-10-01",1555
28.127186765307,"2012-10-01",1600
15.8899582977296,"2012-10-01",1605
1.64302596710518,"2012-10-01",1610
16.7666786386861,"2012-10-01",1615
33.8360615768071,"2012-10-01",1620
4.58611023423839,"2012-10-01",1625
1.80258014128486,"2012-10-01",1630
20.743870371063,"2012-10-01",1635
18.3310686709081,"2012-10-01",1640
33.3453464176789,"2012-10-01",1645
2.54060827076184,"2012-10-01",1650
17.0544882622611,"2012-10-01",1655
16.6609321852519,"2012-10-01",1700
27.7848661512767,"2012-10-01",1705
35.9032002223934,"2012-10-01",1710
6.66515615677719,"2012-10-01",1715
36.1257285423762,"2012-10-01",1720
9.75597176116673,"2012-10-01",1725
11.3368004074593,"2012-10-01",1730
23.2958243678079,"2012-10-01",1735
34.3875952985007,"2012-10-01",1740
1.46940440880082,"2012-10-01",1745
3.83822079329452,"2012-10-01",1750
9.79628327813332,"2012-10-01",1755
6.31261303327269,"2012-10-01",1800
19.1705405266259,"2012-10-01",1805
4.65848687214456,"2012-10-01",1810
19.8199759798501,"2012-10-01",1815
24.979200194382,"2012-10-01",1820
5.05099971156832,"2012-10-01",1825
29.4693748276749,"2012-10-01",1830
30.7767699028883,"2012-10-01",1835
2.39219071220112,"2012-10-01",1840
6.55100911884628,"2012-10-01",1845
6.46674081494967,"2012-10-01",1850
33.940104750239,"2012-10-01",1855
8.64019861048414,"2012-10-01",1900
15.0198091835434,"2012-10-01",1905
36.2902543758873,"2012-10-01",1910
7.13949367700296,"2012-10-01",1915
2.28555442911521,"2012-10-01",1920
17.767371194757,"2012-10-01",1925
28.2988606658944,"2012-10-01",1930
9.13994219367652,"2012-10-01",1935
36.7444742335848,"2012-10-01",1940
36.0856483965384,"2012-10-01",1945
4.45262705411491,"2012-10-01",1950
6.2333664501637,"2012-10-01",1955
7.34770554998281,"2012-10-01",2000
27.3601189032905,"2012-10-01",2005
37.3037307197643,"2012-10-01",2010
32.6355375041468,"2012-10-01",2015
18.5745337068441,"2012-10-01",2020
28.3450232732874,"2012-10-01",2025
27.8916928077378,"2012-10-01",2030
15.8565342799576,"2012-10-01",2035
19.4562992884533,"2012-10-01",2040
23.5555987172829,"2012-10-01",2045
29.2423554106365,"2012-10-01",2050
32.857665992173,"2012-10-01",2055
19.6281108740052,"2012-10-01",2100
17.2604170643189,"2012-10-01",2105
1.9236773892214,"2012-10-01",2110
11.1275875661262,"2012-10-01",2115
2.04031575724203,"2012-10-01",2120
24.0712843959057,"2012-10-01",2125
32.951214159205,"2012-10-01",2130
20.009512028893,"2012-10-01",2135
13.4950062047111,"2012-10-01",2140
9.50456775251304,"2012-10-01",2145
9.21862077821853,"2012-10-01",2150
17.8948367091033,"2012-10-01",2155
35.3749448500975,"2012-10-01",2200
18.5509250312627,"2012-10-01",2205
23.4928818619522,"2012-10-01",2210
36.0948355341725,"2012-10-01",2215
4.24144602575848,"2012-10-01",2220
30.4184410161273,"2012-10-01",2225
37.0616051512274,"2012-10-01",2230
31.8208716153779,"2012-10-01",2235
3.84892434432445,"2012-10-01",2240
23.4840282737459,"2012-10-01",2245
27.5266771689736,"2012-10-01",2250
8.23492660987532,"2012-10-01",2255
0.654764861649824,"2012-10-01",2300
26.3924028233594,"2012-10-01",2305
10.2381938208294,"2012-10-01",2310
14.7910277834616,"2012-10-01",2315
5.50547214903875,"2012-10-01",2320
24.9698168401552,"2012-10-01",2325
21.4734318946357,"2012-10-01",2330
17.0676496965206,"2012-10-01",2335
26.0220092918611,"2012-10-01",2340
26.0168599007222,"2012-10-01",2345
2.86499309071758,"2012-10-01",2350
35.6619368755564,"2012-10-01",2355
0,"2012-10-02",0
0,"2012-10-02",5
0,"2012-10-02",10
0,"2012-10-02",15
0,"2012-10-02",20
0,"2012-10-02",25
0,"2012-10-02",30
0,"2012-10-02",35
0,"2012-10-02",40
0,"2012-10-02",45
0,"2012-10-02",50
0,"2012-10-02",55
0,"2012-10-02",100
0,"2012-10-02",105
0,"2012-10-02",110
0,"2012-10-02",115
0,"2012-10-02",120
0,"2012-10-02",125
0,"2012-10-02",130
0,"2012-10-02",135
0,"2012-10-02",140
0,"2012-10-02",145
0,"2012-10-02",150
0,"2012-10-02",155
0,"2012-10-02",200
0,"2012-10-02",205
0,"2012-10-02",210
0,"2012-10-02",215
0,"2012-10-02",220
0,"2012-10-02",225
0,"2012-10-02",230
0,"2012-10-02",235
0,"2012-10-02",240
0,"2012-10-02",245
0,"2012-10-02",250
0,"2012-10-02",255
0,"2012-10-02",300
0,"2012-10-02",305
0,"2012-10-02",310
0,"2012-10-02",315
0,"2012-10-02",320
0,"2012-10-02",325
0,"2012-10-02",330
0,"2012-10-02",335
0,"2012-10-02",340
0,"2012-10-02",345
