"steps","date","interval","days","period","period2"
"1",10.9418231755768,"2012-10-01",0,"Mon","Weekday","Weekday"
"2",22.9164775731716,"2012-10-01",5,"Mon","Weekday","Weekday"
"3",15.7774902427258,"2012-10-01",10,"Mon","Weekday","Weekday"
"4",21.7996840991476,"2012-10-01",15,"Mon","Weekday","Weekday"
"5",13.9513126322281,"2012-10-01",20,"Mon","Weekday","Weekday"
"6",30.0627382490718,"2012-10-01",25,"Mon","Weekday","Weekday"
"7",6.66197576309739,"2012-10-01",30,"Mon","Weekday","Weekday"
"8",23.9493982708494,"2012-10-01",35,"Mon","Weekday","Weekday"
"9",9.77780372682115,"2012-10-01",40,"Mon","Weekday","Weekday"
"10",10.2983421115847,"2012-10-01",45,"Mon","Weekday","Weekday"
"11",28.5876184862423,"2012-10-01",50,"Mon","Weekday","Weekday"
"12",0.491789377091095,"2012-10-01",55,"Mon","Weekday","Weekday"
"13",0.0521676956330026,"2012-10-01",100,"Mon","Weekday","Weekday"
"14",30.9002139659391,"2012-10-01",105,"Mon","Weekday","Weekday"
"15",8.08019091678137,"2012-10-01",110,"Mon","Weekday","Weekday"
"16",9.82032020988489,"2012-10-01",115,"Mon","Weekday","Weekday"
"17",25.2266145743514,"2012-10-01",120,"Mon","Weekday","Weekday"
"18",21.1888907444594,"2012-10-01",125,"Mon","Weekday","Weekday"
"19",25.4672559741107,"2012-10-01",130,"Mon","Weekday","Weekday"
"20",0.951368044170977,"2012-10-01",135,"Mon","Weekday","Weekday"
"21",28.4267487244976,"2012-10-01",140,"Mon","Weekday","Weekday"
"22",35.9335017345226,"2012-10-01",145,"Mon","Weekday","Weekday"
"23",12.2552622024485,"2012-10-01",150,"Mon","Weekday","Weekday"
"24",20.066763625682,"2012-10-01",155,"Mon","Weekday","Weekday"
"25",11.1347688991323,"2012-10-01",200,"Mon","Weekday","Weekday"
"26",23.4051464701072,"2012-10-01",205,"Mon","Weekday","Weekday"
"27",22.6347023508236,"2012-10-01",210,"Mon","Weekday","Weekday"
"28",14.5684109367827,"2012-10-01",215,"Mon","Weekday","Weekday"
"29",30.5246300358425,"2012-10-01",220,"Mon","Weekday","Weekday"
"30",22.5417216339397,"2012-10-01",225,"Mon","Weekday","Weekday"
"31",27.9962735435757,"2012-10-01",230,"Mon","Weekday","Weekday"
"32",3.88933469748137,"2012-10-01",235,"Mon","Weekday","Weekday"
"33",8.31482986479326,"2012-10-01",240,"Mon","Weekday","Weekday"
"34",34.0558421771616,"2012-10-01",245,"Mon","Weekday","Weekday"
"35",21.4150462484547,"2012-10-01",250,"Mon","Weekday","Weekday"
"36",11.1866509773089,"2012-10-01",255,"Mon","Weekday","Weekday"
"37",22.8989298989239,"2012-10-01",300,"Mon","Weekday","Weekday"
"38",24.8496360351074,"2012-10-01",305,"Mon","Weekday","Weekday"
"39",22.7003757298215,"2012-10-01",310,"Mon","Weekday","Weekday"
"40",21.2652049986849,"2012-10-01",315,"Mon","Weekday","Weekday"
"41",1.6189704450123,"2012-10-01",320,"Mon","Weekday","Weekday"
"42",12.4577622535433,"2012-10-01",325,"Mon","Weekday","Weekday"
"43",16.7907058200988,"2012-10-01",330,"Mon","Weekday","Weekday"
"44",23.2784825744132,"2012-10-01",335,"Mon","Weekday","Weekday"
"45",13.1590223771452,"2012-10-01",340,"Mon","Weekday","Weekday"
"46",30.8184548351942,"2012-10-01",345,"Mon","Weekday","Weekday"
"47",28.7481009655276,"2012-10-01",350,"Mon","Weekday","Weekday"
"48",9.80670431325384,"2012-10-01",355,"Mon","Weekday","Weekday"
"49",34.9994960447553,"2012-10-01",400,"Mon","Weekday","Weekday"
"50",12.477864830809,"2012-10-01",405,"Mon","Weekday","Weekday"
"51",4.57380235294412,"2012-10-01",410,"Mon","Weekday","Weekday"
"52",10.3700141298993,"2012-10-01",415,"Mon","Weekday","Weekday"
"53",13.8681788641955,"2012-10-01",420,"Mon","Weekday","Weekday"
"54",2.80523139160014,"2012-10-01",425,"Mon","Weekday","Weekday"
"55",33.997311635725,"2012-10-01",430,"Mon","Weekday","Weekday"
"56",11.4662451643439,"2012-10-01",435,"Mon","Weekday","Weekday"
"57",27.6819530407249,"2012-10-01",440,"Mon","Weekday","Weekday"
"58",25.847907446804,"2012-10-01",445,"Mon","Weekday","Weekday"
"59",29.0603748814107,"2012-10-01",450,"Mon","Weekday","Weekday"
"60",14.285001590934,"2012-10-01",455,"Mon","Weekday","Weekday"
"61",1.47731004440941,"2012-10-01",500,"Mon","Weekday","Weekday"
"62",33.7353076778815,"2012-10-01",505,"Mon","Weekday","Weekday"
"63",23.7156623894121,"2012-10-01",510,"Mon","Weekday","Weekday"
"64",22.3722240940059,"2012-10-01",515,"Mon","Weekday","Weekday"
"65",30.5017957654439,"2012-10-01",520,"Mon","Weekday","Weekday"
"66",34.0970928528938,"2012-10-01",525,"Mon","Weekday","Weekday"
"67",23.9557220476121,"2012-10-01",530,"Mon","Weekday","Weekday"
"68",13.2602761427843,"2012-10-01",535,"Mon","Weekday","Weekday"
"69",24.1941215982823,"2012-10-01",540,"Mon","Weekday","Weekday"
"70",29.3323848539731,"2012-10-01",545,"Mon","Weekday","Weekday"
"71",0.403863717224624,"2012-10-01",550,"Mon","Weekday","Weekday"
"72",20.4755330784698,"2012-10-01",555,"Mon","Weekday","Weekday"
"73",22.3523560694486,"2012-10-01",600,"Mon","Weekday","Weekday"
"74",34.7170493889906,"2012-10-01",605,"Mon","Weekday","Weekday"
"75",7.42691426259134,"2012-10-01",610,"Mon","Weekday","Weekday"
"76",7.53427994965995,"2012-10-01",615,"Mon","Weekday","Weekday"
"77",16.4861100165704,"2012-10-01",620,"Mon","Weekday","Weekday"
"78",1.30797591021486,"2012-10-01",625,"Mon","Weekday","Weekday"
"79",33.1375048997209,"2012-10-01",630,"Mon","Weekday","Weekday"
"80",23.7816461637807,"2012-10-01",635,"Mon","Weekday","Weekday"
"81",21.4752603422144,"2012-10-01",640,"Mon","Weekday","Weekday"
"82",24.451384158317,"2012-10-01",645,"Mon","Weekday","Weekday"
"83",19.7512781774729,"2012-10-01",650,"Mon","Weekday","Weekday"
"84",0.859698405759737,"2012-10-01",655,"Mon","Weekday","Weekday"
"85",10.9947302252626,"2012-10-01",700,"Mon","Weekday","Weekday"
"86",24.2389026174292,"2012-10-01",705,"Mon","Weekday","Weekday"
"87",29.7212334516291,"2012-10-01",710,"Mon","Weekday","Weekday"
"88",33.8837775104794,"2012-10-01",715,"Mon","Weekday","Weekday"
"89",26.614940537925,"2012-10-01",720,"Mon","Weekday","Weekday"
"90",5.1088695516166,"2012-10-01",725,"Mon","Weekday","Weekday"
"91",7.19786600370429,"2012-10-01",730,"Mon","Weekday","Weekday"
"92",21.3482378690436,"2012-10-01",735,"Mon","Weekday","Weekday"
"93",13.1890297016128,"2012-10-01",740,"Mon","Weekday","Weekday"
"94",15.6004396572713,"2012-10-01",745,"Mon","Weekday","Weekday"
"95",22.4624757856686,"2012-10-01",750,"Mon","Weekday","Weekday"
"96",11.6007519661711,"2012-10-01",755,"Mon","Weekday","Weekday"
"97",1.20134789732749,"2012-10-01",800,"Mon","Weekday","Weekday"
"98",2.71791624007506,"2012-10-01",805,"Mon","Weekday","Weekday"
"99",18.7061416626761,"2012-10-01",810,"Mon","Weekday","Weekday"
"100",23.8737450376027,"2012-10-01",815,"Mon","Weekday","Weekday"
"101",16.7594223432552,"2012-10-01",820,"Mon","Weekday","Weekday"
"102",5.03901322546426,"2012-10-01",825,"Mon","Weekday","Weekday"
"103",29.9361815618556,"2012-10-01",830,"Mon","Weekday","Weekday"
"104",16.6453651431794,"2012-10-01",835,"Mon","Weekday","Weekday"
"105",17.0176901840846,"2012-10-01",840,"Mon","Weekday","Weekday"
"106",32.1127884845305,"2012-10-01",845,"Mon","Weekday","Weekday"
"107",26.4807448729414,"2012-10-01",850,"Mon","Weekday","Weekday"
"108",25.0815681858938,"2012-10-01",855,"Mon","Weekday","Weekday"
"109",20.9319598321459,"2012-10-01",900,"Mon","Weekday","Weekday"
"110",3.70471108413612,"2012-10-01",905,"Mon","Weekday","Weekday"
"111",32.5922921797054,"2012-10-01",910,"Mon","Weekday","Weekday"
"112",8.49626147800374,"2012-10-01",915,"Mon","Weekday","Weekday"
"113",36.9548564556684,"2012-10-01",920,"Mon","Weekday","Weekday"
"114",3.73129677483751,"2012-10-01",925,"Mon","Weekday","Weekday"
"115",2.7335287629223,"2012-10-01",930,"Mon","Weekday","Weekday"
"116",20.283728346113,"2012-10-01",935,"Mon","Weekday","Weekday"
"117",30.1305706993602,"2012-10-01",940,"Mon","Weekday","Weekday"
"118",9.77501534400413,"2012-10-01",945,"Mon","Weekday","Weekday"
"119",23.8864239323502,"2012-10-01",950,"Mon","Weekday","Weekday"
"120",0.22750352281836,"2012-10-01",955,"Mon","Weekday","Weekday"
"121",28.3482209957941,"2012-10-01",1000,"Mon","Weekday","Weekday"
"122",11.0317670255874,"2012-10-01",1005,"Mon","Weekday","Weekday"
"123",11.8586517796801,"2012-10-01",1010,"Mon","Weekday","Weekday"
"124",18.1167580326693,"2012-10-01",1015,"Mon","Weekday","Weekday"
"125",36.8060545204227,"2012-10-01",1020,"Mon","Weekday","Weekday"
"126",12.1403954175711,"2012-10-01",1025,"Mon","Weekday","Weekday"
"127",27.31928966424,"2012-10-01",1030,"Mon","Weekday","Weekday"
"128",12.14740387742,"2012-10-01",1035,"Mon","Weekday","Weekday"
"129",34.1702662226417,"2012-10-01",1040,"Mon","Weekday","Weekday"
"130",30.2229172048255,"2012-10-01",1045,"Mon","Weekday","Weekday"
"131",13.9283060105668,"2012-10-01",1050,"Mon","Weekday","Weekday"
"132",26.721402109026,"2012-10-01",1055,"Mon","Weekday","Weekday"
"133",21.0638790416179,"2012-10-01",1100,"Mon","Weekday","Weekday"
"134",7.66686006969201,"2012-10-01",1105,"Mon","Weekday","Weekday"
"135",29.3641851579683,"2012-10-01",1110,"Mon","Weekday","Weekday"
"136",16.8464050476996,"2012-10-01",1115,"Mon","Weekday","Weekday"
"137",17.3283973431658,"2012-10-01",1120,"Mon","Weekday","Weekday"
"138",21.5172191287855,"2012-10-01",1125,"Mon","Weekday","Weekday"
"139",31.1020749814377,"2012-10-01",1130,"Mon","Weekday","Weekday"
"140",32.9931496502258,"2012-10-01",1135,"Mon","Weekday","Weekday"
"141",19.5776805759197,"2012-10-01",1140,"Mon","Weekday","Weekday"
"142",25.7043391890671,"2012-10-01",1145,"Mon","Weekday","Weekday"
"143",5.75573996378901,"2012-10-01",1150,"Mon","Weekday","Weekday"
"144",11.1895971462594,"2012-10-01",1155,"Mon","Weekday","Weekday"
"145",25.6665609592057,"2012-10-01",1200,"Mon","Weekday","Weekday"
"146",23.6015692835243,"2012-10-01",1205,"Mon","Weekday","Weekday"
"147",12.8466772611119,"2012-10-01",1210,"Mon","Weekday","Weekday"
"148",14.0868017838726,"2012-10-01",1215,"Mon","Weekday","Weekday"
"149",11.4497298061495,"2012-10-01",1220,"Mon","Weekday","Weekday"
"150",9.03740058583783,"2012-10-01",1225,"Mon","Weekday","Weekday"
"151",18.1393875362711,"2012-10-01",1230,"Mon","Weekday","Weekday"
"152",16.8066974690333,"2012-10-01",1235,"Mon","Weekday","Weekday"
"153",35.7655207308943,"2012-10-01",1240,"Mon","Weekday","Weekday"
"154",11.4722867816098,"2012-10-01",1245,"Mon","Weekday","Weekday"
"155",23.20419222403,"2012-10-01",1250,"Mon","Weekday","Weekday"
"156",1.81464192213788,"2012-10-01",1255,"Mon","Weekday","Weekday"
"157",30.7708263401641,"2012-10-01",1300,"Mon","Weekday","Weekday"
"158",17.3953633868374,"2012-10-01",1305,"Mon","Weekday","Weekday"
"159",15.4280142380467,"2012-10-01",1310,"Mon","Weekday","Weekday"
"160",21.1286974000206,"2012-10-01",1315,"Mon","Weekday","Weekday"
"161",22.1744861623326,"2012-10-01",1320,"Mon","Weekday","Weekday"
"162",21.6475539135958,"2012-10-01",1325,"Mon","Weekday","Weekday"
"163",31.6368903426262,"2012-10-01",1330,"Mon","Weekday","Weekday"
"164",36.8237626961064,"2012-10-01",1335,"Mon","Weekday","Weekday"
"165",29.3010740942007,"2012-10-01",1340,"Mon","Weekday","Weekday"
"166",30.0558257094104,"2012-10-01",1345,"Mon","Weekday","Weekday"
"167",18.9729421738408,"2012-10-01",1350,"Mon","Weekday","Weekday"
"168",23.9835019051073,"2012-10-01",1355,"Mon","Weekday","Weekday"
"169",6.52723801341264,"2012-10-01",1400,"Mon","Weekday","Weekday"
"170",5.65031069165442,"2012-10-01",1405,"Mon","Weekday","Weekday"
"171",32.1536495217916,"2012-10-01",1410,"Mon","Weekday","Weekday"
"172",35.4600748517848,"2012-10-01",1415,"Mon","Weekday","Weekday"
"173",35.8417688647787,"2012-10-01",1420,"Mon","Weekday","Weekday"
"174",21.5653253099307,"2012-10-01",1425,"Mon","Weekday","Weekday"
"175",36.0970405530776,"2012-10-01",1430,"Mon","Weekday","Weekday"
"176",32.6910324354898,"2012-10-01",1435,"Mon","Weekday","Weekday"
"177",9.187571358658,"2012-10-01",1440,"Mon","Weekday","Weekday"
"178",10.9098382804924,"2012-10-01",1445,"Mon","Weekday","Weekday"
"179",34.3318692195141,"2012-10-01",1450,"Mon","Weekday","Weekday"
"180",27.8311396486052,"2012-10-01",1455,"Mon","Weekday","Weekday"
"181",34.5239549192439,"2012-10-01",1500,"Mon","Weekday","Weekday"
"182",9.979054527577,"2012-10-01",1505,"Mon","Weekday","Weekday"
"183",9.94874564937427,"2012-10-01",1510,"Mon","Weekday","Weekday"
"184",6.93829784841844,"2012-10-01",1515,"Mon","Weekday","Weekday"
"185",17.1712934528399,"2012-10-01",1520,"Mon","Weekday","Weekday"
"186",35.2498391815058,"2012-10-01",1525,"Mon","Weekday","Weekday"
"187",22.0348030122579,"2012-10-01",1530,"Mon","Weekday","Weekday"
"188",28.7428053824745,"2012-10-01",1535,"Mon","Weekday","Weekday"
"189",28.9991998404109,"2012-10-01",1540,"Mon","Weekday","Weekday"
"190",32.7224685604605,"2012-10-01",1545,"Mon","Weekday","Weekday"
"191",11.8488208921315,"2012-10-01",1550,"Mon","Weekday","Weekday"
"192",35.5038677080998,"2012-10-01",1555,"Mon","Weekday","Weekday"
"193",28.127186765307,"2012-10-01",1600,"Mon","Weekday","Weekday"
"194",15.8899582977296,"2012-10-01",1605,"Mon","Weekday","Weekday"
"195",1.64302596710518,"2012-10-01",1610,"Mon","Weekday","Weekday"
"196",16.7666786386861,"2012-10-01",1615,"Mon","Weekday","Weekday"
"197",33.8360615768071,"2012-10-01",1620,"Mon","Weekday","Weekday"
"198",4.58611023423839,"2012-10-01",1625,"Mon","Weekday","Weekday"
"199",1.80258014128486,"2012-10-01",1630,"Mon","Weekday","Weekday"
"200",20.743870371063,"2012-10-01",1635,"Mon","Weekday","Weekday"
"201",18.3310686709081,"2012-10-01",1640,"Mon","Weekday","Weekday"
"202",33.3453464176789,"2012-10-01",1645,"Mon","Weekday","Weekday"
"203",2.54060827076184,"2012-10-01",1650,"Mon","Weekday","Weekday"
"204",17.0544882622611,"2012-10-01",1655,"Mon","Weekday","Weekday"
"205",16.6609321852519,"2012-10-01",1700,"Mon","Weekday","Weekday"
"206",27.7848661512767,"2012-10-01",1705,"Mon","Weekday","Weekday"
"207",35.9032002223934,"2012-10-01",1710,"Mon","Weekday","Weekday"
"208",6.66515615677719,"2012-10-01",1715,"Mon","Weekday","Weekday"
"209",36.1257285423762,"2012-10-01",1720,"Mon","Weekday","Weekday"
"210",9.75597176116673,"2012-10-01",1725,"Mon","Weekday","Weekday"
"211",11.3368004074593,"2012-10-01",1730,"Mon","Weekday","Weekday"
"212",23.2958243678079,"2012-10-01",1735,"Mon","Weekday","Weekday"
"213",34.3875952985007,"2012-10-01",1740,"Mon","Weekday","Weekday"
"214",1.46940440880082,"2012-10-01",1745,"Mon","Weekday","Weekday"
"215",3.83822079329452,"2012-10-01",1750,"Mon","Weekday","Weekday"
"216",9.79628327813332,"2012-10-01",1755,"Mon","Weekday","Weekday"
"217",6.31261303327269,"2012-10-01",1800,"Mon","Weekday","Weekday"
"218",19.1705405266259,"2012-10-01",1805,"Mon","Weekday","Weekday"
"219",4.65848687214456,"2012-10-01",1810,"Mon","Weekday","Weekday"
"220",19.8199759798501,"2012-10-01",1815,"Mon","Weekday","Weekday"
"221",24.979200194382,"2012-10-01",1820,"Mon","Weekday","Weekday"
"222",5.05099971156832,"2012-10-01",1825,"Mon","Weekday","Weekday"
"223",29.4693748276749,"2012-10-01",1830,"Mon","Weekday","Weekday"
"224",30.7767699028883,"2012-10-01",1835,"Mon","Weekday","Weekday"
"225",2.39219071220112,"2012-10-01",1840,"Mon","Weekday","Weekday"
"226",6.55100911884628,"2012-10-01",1845,"Mon","Weekday","Weekday"
"227",6.46674081494967,"2012-10-01",1850,"Mon","Weekday","Weekday"
"228",33.940104750239,"2012-10-01",1855,"Mon","Weekday","Weekday"
"229",8.64019861048414,"2012-10-01",1900,"Mon","Weekday","Weekday"
"230",15.0198091835434,"2012-10-01",1905,"Mon","Weekday","Weekday"
"231",36.2902543758873,"2012-10-01",1910,"Mon","Weekday","Weekday"
"232",7.13949367700296,"2012-10-01",1915,"Mon","Weekday","Weekday"
"233",2.28555442911521,"2012-10-01",1920,"Mon","Weekday","Weekday"
"234",17.767371194757,"2012-10-01",1925,"Mon","Weekday","Weekday"
"235",28.2988606658944,"2012-10-01",1930,"Mon","Weekday","Weekday"
"236",9.13994219367652,"2012-10-01",1935,"Mon","Weekday","Weekday"
"237",36.7444742335848,"2012-10-01",1940,"Mon","Weekday","Weekday"
"238",36.0856483965384,"2012-10-01",1945,"Mon","Weekday","Weekday"
"239",4.45262705411491,"2012-10-01",1950,"Mon","Weekday","Weekday"
"240",6.2333664501637,"2012-10-01",1955,"Mon","Weekday","Weekday"
"241",7.34770554998281,"2012-10-01",2000,"Mon","Weekday","Weekday"
"242",27.3601189032905,"2012-10-01",2005,"Mon","Weekday","Weekday"
"243",37.3037307197643,"2012-10-01",2010,"Mon","Weekday","Weekday"
"244",32.6355375041468,"2012-10-01",2015,"Mon","Weekday","Weekday"
"245",18.5745337068441,"2012-10-01",2020,"Mon","Weekday","Weekday"
"246",28.3450232732874,"2012-10-01",2025,"Mon","Weekday","Weekday"
"247",27.8916928077378,"2012-10-01",2030,"Mon","Weekday","Weekday"
"248",15.8565342799576,"2012-10-01",2035,"Mon","Weekday","Weekday"
"249",19.4562992884533,"2012-10-01",2040,"Mon","Weekday","Weekday"
"250",23.5555987172829,"2012-10-01",2045,"Mon","Weekday","Weekday"
"251",29.2423554106365,"2012-10-01",2050,"Mon","Weekday","Weekday"
"252",32.857665992173,"2012-10-01",2055,"Mon","Weekday","Weekday"
"253",19.6281108740052,"2012-10-01",2100,"Mon","Weekday","Weekday"
"254",17.2604170643189,"2012-10-01",2105,"Mon","Weekday","Weekday"
"255",1.9236773892214,"2012-10-01",2110,"Mon","Weekday","Weekday"
"256",11.1275875661262,"2012-10-01",2115,"Mon","Weekday","Weekday"
"257",2.04031575724203,"2012-10-01",2120,"Mon","Weekday","Weekday"
"258",24.0712843959057,"2012-10-01",2125,"Mon","Weekday","Weekday"
"259",32.951214159205,"2012-10-01",2130,"Mon","Weekday","Weekday"
"260",20.009512028893,"2012-10-01",2135,"Mon","Weekday","Weekday"
"261",13.4950062047111,"2012-10-01",2140,"Mon","Weekday","Weekday"
"262",9.50456775251304,"2012-10-01",2145,"Mon","Weekday","Weekday"
"263",9.21862077821853,"2012-10-01",2150,"Mon","Weekday","Weekday"
"264",17.8948367091033,"2012-10-01",2155,"Mon","Weekday","Weekday"
"265",35.3749448500975,"2012-10-01",2200,"Mon","Weekday","Weekday"
"266",18.5509250312627,"2012-10-01",2205,"Mon","Weekday","Weekday"
"267",23.4928818619522,"2012-10-01",2210,"Mon","Weekday","Weekday"
"268",36.0948355341725,"2012-10-01",2215,"Mon","Weekday","Weekday"
"269",4.24144602575848,"2012-10-01",2220,"Mon","Weekday","Weekday"
"270",30.4184410161273,"2012-10-01",2225,"Mon","Weekday","Weekday"
"271",37.0616051512274,"2012-10-01",2230,"Mon","Weekday","Weekday"
"272",31.8208716153779,"2012-10-01",2235,"Mon","Weekday","Weekday"
"273",3.84892434432445,"2012-10-01",2240,"Mon","Weekday","Weekday"
"274",23.4840282737459,"2012-10-01",2245,"Mon","Weekday","Weekday"
"275",27.5266771689736,"2012-10-01",2250,"Mon","Weekday","Weekday"
"276",8.23492660987532,"2012-10-01",2255,"Mon","Weekday","Weekday"
"277",0.654764861649824,"2012-10-01",2300,"Mon","Weekday","Weekday"
"278",26.3924028233594,"2012-10-01",2305,"Mon","Weekday","Weekday"
